Group,Task,Run,Item,Desc,Passed
C,2,5,2-18,잔여율 < 10% 출고 불가,False
C,2,5,2-19,HAZMAT zone 전용 피킹,True
C,2,5,2-20,max_pick_qty 제한,True
C,2,5,2-21,HAZMAT+FRESH 분리 출고,True
C,2,5,2-22,부분출고 70% 기준,True
C,2,5,2-23,긴급발주 트리거 (30~70%),True
C,2,5,2-24,전량 백오더 (< 30%),True
C,2,5,2-25,안전재고 체크,True
C,2,5,2-26,안전재고 트리거 기록,True
C,2,5,2-27,보관유형 불일치 경고,True
C,2,5,2-28,피킹 응답에 backorder 포함,True
C,3,1,3-1,단일 트랜잭션,True
C,3,1,3-2,롤백 처리,True
C,3,1,3-3,동일 로케이션 거부,True
C,3,1,3-4,출발지 재고 부족 체크,True
C,3,1,3-5,도착지 용량 체크,True
C,3,1,3-6,출발지 location.current_qty 차감,True
C,3,1,3-7,도착지 location.current_qty 증가,True
C,3,1,3-8,기존 레코드 병합,True
C,3,1,3-9,received_at 보존,True
C,3,1,3-10,이력 기록,True
C,3,1,3-11,실사 동결 체크 (출발지),True
C,3,1,3-12,실사 동결 체크 (도착지),True
C,3,1,3-13,보관유형 호환 체크,True
C,3,1,3-14,HAZMAT zone 체크,True
C,3,1,3-15,혼적 금지 (HAZMAT→비HAZMAT),True
C,3,1,3-16,혼적 금지 (비HAZMAT→HAZMAT),True
C,3,1,3-17,유통기한 < 10% 이동 제한,False
C,3,1,3-18,유통기한 만료 이동 불가,True
C,3,1,3-19,대량 이동 승인 (80%),True
C,3,1,3-20,안전재고 체크,True
C,3,2,3-1,단일 트랜잭션,True
C,3,2,3-2,롤백 처리,True
C,3,2,3-3,동일 로케이션 거부,True
C,3,2,3-4,출발지 재고 부족 체크,False
C,3,2,3-5,도착지 용량 체크,True
C,3,2,3-6,출발지 location.current_qty 차감,True
C,3,2,3-7,도착지 location.current_qty 증가,True
C,3,2,3-8,기존 레코드 병합,True
C,3,2,3-9,received_at 보존,True
C,3,2,3-10,이력 기록,True
C,3,2,3-11,실사 동결 체크 (출발지),True
C,3,2,3-12,실사 동결 체크 (도착지),True
C,3,2,3-13,보관유형 호환 체크,True
C,3,2,3-14,HAZMAT zone 체크,True
C,3,2,3-15,혼적 금지 (HAZMAT→비HAZMAT),True
C,3,2,3-16,혼적 금지 (비HAZMAT→HAZMAT),True
C,3,2,3-17,유통기한 < 10% 이동 제한,True
C,3,2,3-18,유통기한 만료 이동 불가,True
C,3,2,3-19,대량 이동 승인 (80%),True
C,3,2,3-20,안전재고 체크,True
C,3,3,3-1,단일 트랜잭션,True
C,3,3,3-2,롤백 처리,True
C,3,3,3-3,동일 로케이션 거부,True
C,3,3,3-4,출발지 재고 부족 체크,True
C,3,3,3-5,도착지 용량 체크,True
C,3,3,3-6,출발지 location.current_qty 차감,True
C,3,3,3-7,도착지 location.current_qty 증가,True
C,3,3,3-8,기존 레코드 병합,True
C,3,3,3-9,received_at 보존,True
C,3,3,3-10,이력 기록,True
C,3,3,3-11,실사 동결 체크 (출발지),True
C,3,3,3-12,실사 동결 체크 (도착지),True
C,3,3,3-13,보관유형 호환 체크,True
C,3,3,3-14,HAZMAT zone 체크,True
C,3,3,3-15,혼적 금지 (HAZMAT→비HAZMAT),True
C,3,3,3-16,혼적 금지 (비HAZMAT→HAZMAT),True
C,3,3,3-17,유통기한 < 10% 이동 제한,False
C,3,3,3-18,유통기한 만료 이동 불가,True
C,3,3,3-19,대량 이동 승인 (80%),True
C,3,3,3-20,안전재고 체크,True
C,3,4,3-1,단일 트랜잭션,True
C,3,4,3-2,롤백 처리,True
C,3,4,3-3,동일 로케이션 거부,True
C,3,4,3-4,출발지 재고 부족 체크,True
C,3,4,3-5,도착지 용량 체크,True
C,3,4,3-6,출발지 location.current_qty 차감,True
C,3,4,3-7,도착지 location.current_qty 증가,True
C,3,4,3-8,기존 레코드 병합,True
C,3,4,3-9,received_at 보존,True
C,3,4,3-10,이력 기록,True
C,3,4,3-11,실사 동결 체크 (출발지),True
C,3,4,3-12,실사 동결 체크 (도착지),True
C,3,4,3-13,보관유형 호환 체크,True
C,3,4,3-14,HAZMAT zone 체크,True
C,3,4,3-15,혼적 금지 (HAZMAT→비HAZMAT),True
C,3,4,3-16,혼적 금지 (비HAZMAT→HAZMAT),True
C,3,4,3-17,유통기한 < 10% 이동 제한,False
C,3,4,3-18,유통기한 만료 이동 불가,True
C,3,4,3-19,대량 이동 승인 (80%),True
C,3,4,3-20,안전재고 체크,True
C,3,5,3-1,단일 트랜잭션,True
C,3,5,3-2,롤백 처리,True
C,3,5,3-3,동일 로케이션 거부,True
C,3,5,3-4,출발지 재고 부족 체크,True
C,3,5,3-5,도착지 용량 체크,True
C,3,5,3-6,출발지 location.current_qty 차감,True
C,3,5,3-7,도착지 location.current_qty 증가,True
C,3,5,3-8,기존 레코드 병합,True
C,3,5,3-9,received_at 보존,True
C,3,5,3-10,이력 기록,True
C,3,5,3-11,실사 동결 체크 (출발지),True
C,3,5,3-12,실사 동결 체크 (도착지),True
C,3,5,3-13,보관유형 호환 체크,True
C,3,5,3-14,HAZMAT zone 체크,True
C,3,5,3-15,혼적 금지 (HAZMAT→비HAZMAT),True
C,3,5,3-16,혼적 금지 (비HAZMAT→HAZMAT),True
C,3,5,3-17,유통기한 < 10% 이동 제한,False
C,3,5,3-18,유통기한 만료 이동 불가,True
C,3,5,3-19,대량 이동 승인 (80%),True
C,3,5,3-20,안전재고 체크,True
C,4,1,4-1,reason 필수,True
C,4,1,4-2,차이 비율 계산,True
C,4,1,4-3,자동 승인 로직,True
C,4,1,4-4,자동 승인 즉시 반영,True
C,4,1,4-5,>5% 승인 대기,True
C,4,1,4-6,승인 전 미반영,True
C,4,1,4-7,system_qty=0 승인 필요,True
C,4,1,4-8,승인 후 반영,True
C,4,1,4-9,거부 시 무변동,True
C,4,1,4-10,location.current_qty 갱신,True
C,4,1,4-11,DELETE 불가,True
C,4,1,4-12,핵심 필드 UPDATE 불가,True
C,4,1,4-13,GENERAL 임계치 ±5%,True
C,4,1,4-14,FRESH 임계치 ±3%,True
C,4,1,4-15,HAZMAT 임계치 ±1%,True
C,4,1,4-16,HIGH_VALUE 자동승인 없음,True
C,4,1,4-17,연속 조정 감시 조회,True
C,4,1,4-18,연속 조정 → 승인 격상,True
C,4,1,4-19,연속 조정 태그 추가,True
C,4,1,4-20,HIGH_VALUE audit_logs 기록,True
C,4,1,4-21,HIGH_VALUE 재실사 권고,True
C,4,1,4-22,실사 시작 → is_frozen 설정,True
C,4,1,4-23,실사 완료 → is_frozen 해제,True
C,4,1,4-24,안전재고 체크,True
C,4,1,4-25,안전재고 트리거 기록,True
C,4,2,4-1,reason 필수,True
C,4,2,4-2,차이 비율 계산,True
C,4,2,4-3,자동 승인 로직,True
C,4,2,4-4,자동 승인 즉시 반영,True
C,4,2,4-5,>5% 승인 대기,True
C,4,2,4-6,승인 전 미반영,True
C,4,2,4-7,system_qty=0 승인 필요,True
C,4,2,4-8,승인 후 반영,True
C,4,2,4-9,거부 시 무변동,True
C,4,2,4-10,location.current_qty 갱신,True
C,4,2,4-11,DELETE 불가,True
C,4,2,4-12,핵심 필드 UPDATE 불가,True
C,4,2,4-13,GENERAL 임계치 ±5%,True
C,4,2,4-14,FRESH 임계치 ±3%,True
C,4,2,4-15,HAZMAT 임계치 ±1%,True
C,4,2,4-16,HIGH_VALUE 자동승인 없음,True
C,4,2,4-17,연속 조정 감시 조회,True
C,4,2,4-18,연속 조정 → 승인 격상,True
C,4,2,4-19,연속 조정 태그 추가,True
C,4,2,4-20,HIGH_VALUE audit_logs 기록,True
C,4,2,4-21,HIGH_VALUE 재실사 권고,True
C,4,2,4-22,실사 시작 → is_frozen 설정,True
C,4,2,4-23,실사 완료 → is_frozen 해제,True
C,4,2,4-24,안전재고 체크,True
C,4,2,4-25,안전재고 트리거 기록,True
C,4,3,4-1,reason 필수,True
C,4,3,4-2,차이 비율 계산,True
C,4,3,4-3,자동 승인 로직,True
C,4,3,4-4,자동 승인 즉시 반영,True
C,4,3,4-5,>5% 승인 대기,True
C,4,3,4-6,승인 전 미반영,True
C,4,3,4-7,system_qty=0 승인 필요,True
C,4,3,4-8,승인 후 반영,True
C,4,3,4-9,거부 시 무변동,True
C,4,3,4-10,location.current_qty 갱신,True
C,4,3,4-11,DELETE 불가,True
C,4,3,4-12,핵심 필드 UPDATE 불가,False
C,4,3,4-13,GENERAL 임계치 ±5%,True
C,4,3,4-14,FRESH 임계치 ±3%,True
C,4,3,4-15,HAZMAT 임계치 ±1%,True
C,4,3,4-16,HIGH_VALUE 자동승인 없음,True
C,4,3,4-17,연속 조정 감시 조회,True
C,4,3,4-18,연속 조정 → 승인 격상,True
C,4,3,4-19,연속 조정 태그 추가,True
C,4,3,4-20,HIGH_VALUE audit_logs 기록,True
C,4,3,4-21,HIGH_VALUE 재실사 권고,True
C,4,3,4-22,실사 시작 → is_frozen 설정,True
C,4,3,4-23,실사 완료 → is_frozen 해제,True
C,4,3,4-24,안전재고 체크,True
C,4,3,4-25,안전재고 트리거 기록,True
C,4,4,4-1,reason 필수,True
C,4,4,4-2,차이 비율 계산,True
C,4,4,4-3,자동 승인 로직,True
C,4,4,4-4,자동 승인 즉시 반영,True
C,4,4,4-5,>5% 승인 대기,True
C,4,4,4-6,승인 전 미반영,True
C,4,4,4-7,system_qty=0 승인 필요,True
C,4,4,4-8,승인 후 반영,True
C,4,4,4-9,거부 시 무변동,True
C,4,4,4-10,location.current_qty 갱신,True
C,4,4,4-11,DELETE 불가,True
C,4,4,4-12,핵심 필드 UPDATE 불가,True
C,4,4,4-13,GENERAL 임계치 ±5%,True
C,4,4,4-14,FRESH 임계치 ±3%,True
C,4,4,4-15,HAZMAT 임계치 ±1%,True
C,4,4,4-16,HIGH_VALUE 자동승인 없음,True
C,4,4,4-17,연속 조정 감시 조회,True
C,4,4,4-18,연속 조정 → 승인 격상,True
C,4,4,4-19,연속 조정 태그 추가,True
C,4,4,4-20,HIGH_VALUE audit_logs 기록,True
C,4,4,4-21,HIGH_VALUE 재실사 권고,True
C,4,4,4-22,실사 시작 → is_frozen 설정,True
C,4,4,4-23,실사 완료 → is_frozen 해제,True
C,4,4,4-24,안전재고 체크,True
C,4,4,4-25,안전재고 트리거 기록,True
C,4,5,4-1,reason 필수,True
C,4,5,4-2,차이 비율 계산,True
C,4,5,4-3,자동 승인 로직,True
C,4,5,4-4,자동 승인 즉시 반영,True
C,4,5,4-5,>5% 승인 대기,True
C,4,5,4-6,승인 전 미반영,True
C,4,5,4-7,system_qty=0 승인 필요,True
C,4,5,4-8,승인 후 반영,True
C,4,5,4-9,거부 시 무변동,True
C,4,5,4-10,location.current_qty 갱신,True
C,4,5,4-11,DELETE 불가,True
C,4,5,4-12,핵심 필드 UPDATE 불가,True
C,4,5,4-13,GENERAL 임계치 ±5%,True
C,4,5,4-14,FRESH 임계치 ±3%,True
C,4,5,4-15,HAZMAT 임계치 ±1%,True
C,4,5,4-16,HIGH_VALUE 자동승인 없음,True
C,4,5,4-17,연속 조정 감시 조회,True
C,4,5,4-18,연속 조정 → 승인 격상,True
C,4,5,4-19,연속 조정 태그 추가,True
C,4,5,4-20,HIGH_VALUE audit_logs 기록,True
C,4,5,4-21,HIGH_VALUE 재실사 권고,True
C,4,5,4-22,실사 시작 → is_frozen 설정,True
C,4,5,4-23,실사 완료 → is_frozen 해제,True
C,4,5,4-24,안전재고 체크,True
C,4,5,4-25,안전재고 트리거 기록,True
